"Email","Art der Zuwendung","Eingangsdatum","Gesamtbetrag","Herkunft","Betragsstatus"
"lesch@kramer.net","Mitgliedsbeitrag","2013-02-01","50,00","Fakedaten_2013-04-30","Completed"
"lesch@kramer.net","Mitgliedsbeitrag","2012-12-31","50,00","Fakedaten_2013-04-30","Completed"
"lesch@kramer.net","Mitgliedsbeitrag","2012-11-30","50,00","Fakedaten_2013-04-30","Completed"
"lesch@kramer.net","Mitgliedsbeitrag","2012-11-02","50,00","Fakedaten_2013-04-30","Completed"
"lesch@kramer.net","Mitgliedsbeitrag","2012-10-01","50,00","Fakedaten_2013-04-30","Completed"
"lesch@kramer.net","Mitgliedsbeitrag","2012-09-01","50,00","Fakedaten_2013-04-30","Completed"
"lesch@kramer.net","Mitgliedsbeitrag","2012-08-01","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2013-03-31","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2013-03-02","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2013-02-01","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2013-01-02","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2012-11-30","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2012-11-02","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2012-10-02","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2012-09-02","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2012-08-02","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2012-07-01","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2012-06-02","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2012-05-01","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2012-04-01","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2012-03-01","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2012-02-01","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2012-01-01","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2011-12-01","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2011-11-01","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2011-09-30","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2011-09-01","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2011-07-31","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2011-07-02","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2011-06-01","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2011-04-30","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2011-04-01","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2011-02-28","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2011-02-02","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2011-01-01","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2010-12-01","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2010-10-31","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2010-10-01","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2010-09-01","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2010-08-02","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2010-06-30","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2010-05-31","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2010-05-01","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2010-04-02","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2010-03-01","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2010-01-31","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2010-01-01","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2009-11-30","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2009-11-01","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2009-10-02","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2009-08-31","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2009-08-01","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2009-07-02","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2009-06-01","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2009-05-01","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2009-03-31","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2009-03-01","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2009-01-31","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2008-12-31","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2008-12-01","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2008-10-31","50,00","Fakedaten_2013-04-30","Completed"
"hinrichs@battke.info","Mitgliedsbeitrag","2008-10-02","50,00","Fakedaten_2013-04-30","Completed"
"loogen@schreiberobergfll.info","allgemeine Spende","2013-03-09","96,00","Fakedaten_2013-04-30","Completed"
"loogen@schreiberobergfll.info","allgemeine Spende","2012-12-31","98,00","Fakedaten_2013-04-30","Completed"
"loogen@schreiberobergfll.info","allgemeine Spende","2011-03-14","62,00","Fakedaten_2013-04-30","Completed"
"loogen@schreiberobergfll.info","allgemeine Spende","2010-07-19","196,00","Fakedaten_2013-04-30","Completed"
"loogen@schreiberobergfll.info","allgemeine Spende","2009-11-26","100,00","Fakedaten_2013-04-30","Completed"
"loogen@schreiberobergfll.info","allgemeine Spende","2009-03-27","82,00","Fakedaten_2013-04-30","Completed"
"loogen@schreiberobergfll.info","allgemeine Spende","2012-06-24","166,00","Fakedaten_2013-04-30","Completed"
"loogen@schreiberobergfll.info","allgemeine Spende","2010-08-31","148,00","Fakedaten_2013-04-30","Completed"
"loogen@schreiberobergfll.info","allgemeine Spende","2009-04-29","100,00","Fakedaten_2013-04-30","Completed"
"loogen@schreiberobergfll.info","allgemeine Spende","2009-10-02","168,00","Fakedaten_2013-04-30","Completed"
"loogen@schreiberobergfll.info","allgemeine Spende","2008-12-19","186,00","Fakedaten_2013-04-30","Completed"
"loogen@schreiberobergfll.info","allgemeine Spende","2012-12-14","116,00","Fakedaten_2013-04-30","Completed"
"loogen@schreiberobergfll.info","allgemeine Spende","2010-03-23","128,00","Fakedaten_2013-04-30","Completed"
"loogen@schreiberobergfll.info","allgemeine Spende","2009-12-26","150,00","Fakedaten_2013-04-30","Completed"
"loogen@schreiberobergfll.info","allgemeine Spende","2011-03-15","24,00","Fakedaten_2013-04-30","Completed"
"loogen@schreiberobergfll.info","allgemeine Spende","2011-10-26","60,00","Fakedaten_2013-04-30","Completed"
"loogen@schreiberobergfll.info","allgemeine Spende","2013-03-24","32,00","Fakedaten_2013-04-30","Completed"
"loogen@schreiberobergfll.info","allgemeine Spende","2012-02-27","38,00","Fakedaten_2013-04-30","Completed"
"loogen@schreiberobergfll.info","allgemeine Spende","2010-08-10","160,00","Fakedaten_2013-04-30","Completed"
"loogen@schreiberobergfll.info","allgemeine Spende","2009-06-14","112,00","Fakedaten_2013-04-30","Completed"
"fietz@ertl.ch","Anlassspende","2012-07-23","37300,00","Fakedaten_2013-04-30","Completed"
"hechler@muckenthaler.com","allgemeine Spende","2012-11-24","54,00","Fakedaten_2013-04-30","Completed"
"hechler@muckenthaler.com","allgemeine Spende","2011-10-20","134,00","Fakedaten_2013-04-30","Completed"
"hechler@muckenthaler.com","allgemeine Spende","2009-08-24","94,00","Fakedaten_2013-04-30","Completed"
"hechler@muckenthaler.com","allgemeine Spende","2010-08-14","166,00","Fakedaten_2013-04-30","Completed"
"hechler@muckenthaler.com","allgemeine Spende","2008-06-05","84,00","Fakedaten_2013-04-30","Completed"
"hechler@muckenthaler.com","allgemeine Spende","2010-05-13","18,00","Fakedaten_2013-04-30","Completed"
"hechler@muckenthaler.com","allgemeine Spende","2009-04-21","182,00","Fakedaten_2013-04-30","Completed"
"hechler@muckenthaler.com","allgemeine Spende","2012-07-06","200,00","Fakedaten_2013-04-30","Completed"
"hechler@muckenthaler.com","allgemeine Spende","2008-07-15","74,00","Fakedaten_2013-04-30","Completed"
"hechler@muckenthaler.com","allgemeine Spende","2011-11-01","16,00","Fakedaten_2013-04-30","Completed"
"hechler@muckenthaler.com","allgemeine Spende","2012-08-13","180,00","Fakedaten_2013-04-30","Completed"
"hechler@muckenthaler.com","allgemeine Spende","2008-05-30","134,00","Fakedaten_2013-04-30","Completed"
"hechler@muckenthaler.com","allgemeine Spende","2009-03-28","50,00","Fakedaten_2013-04-30","Completed"
"hechler@muckenthaler.com","allgemeine Spende","2011-12-03","106,00","Fakedaten_2013-04-30","Completed"
"hechler@muckenthaler.com","allgemeine Spende","2009-01-06","160,00","Fakedaten_2013-04-30","Completed"
"hechler@muckenthaler.com","allgemeine Spende","2010-03-03","90,00","Fakedaten_2013-04-30","Completed"
"hechler@muckenthaler.com","allgemeine Spende","2008-09-18","128,00","Fakedaten_2013-04-30","Completed"
"leipold@gehrkefeller.de","Anlassspende","2009-08-05","84000,00","Fakedaten_2013-04-30","Completed"
"hinrichs@friedmann.de","allgemeine Spende","2009-04-26","160,00","Fakedaten_2013-04-30","Completed"
"hinrichs@friedmann.de","allgemeine Spende","2011-10-07","2,00","Fakedaten_2013-04-30","Completed"
"moeller@volk.info","Mitgliedsbeitrag","2013-03-31","50,00","Fakedaten_2013-04-30","Completed"
"moeller@volk.info","Mitgliedsbeitrag","2013-03-01","50,00","Fakedaten_2013-04-30","Completed"
"moeller@volk.info","Mitgliedsbeitrag","2013-02-01","50,00","Fakedaten_2013-04-30","Completed"
"moeller@volk.info","Mitgliedsbeitrag","2013-01-02","50,00","Fakedaten_2013-04-30","Completed"
"moeller@volk.info","Mitgliedsbeitrag","2012-11-30","50,00","Fakedaten_2013-04-30","Completed"
"moeller@volk.info","Mitgliedsbeitrag","2012-10-31","50,00","Fakedaten_2013-04-30","Completed"
"moeller@volk.info","Mitgliedsbeitrag","2012-10-01","50,00","Fakedaten_2013-04-30","Completed"
"moeller@volk.info","Mitgliedsbeitrag","2012-09-01","50,00","Fakedaten_2013-04-30","Completed"
"moeller@volk.info","Mitgliedsbeitrag","2012-07-31","50,00","Fakedaten_2013-04-30","Completed"
"moeller@volk.info","Mitgliedsbeitrag","2012-07-01","50,00","Fakedaten_2013-04-30","Completed"
"moeller@volk.info","Mitgliedsbeitrag","2012-06-02","50,00","Fakedaten_2013-04-30","Completed"
"moeller@volk.info","Mitgliedsbeitrag","2012-04-30","50,00","Fakedaten_2013-04-30","Completed"
"moeller@volk.info","Mitgliedsbeitrag","2012-04-02","50,00","Fakedaten_2013-04-30","Completed"
"moeller@volk.info","Mitgliedsbeitrag","2012-03-02","50,00","Fakedaten_2013-04-30","Completed"
"moeller@volk.info","Mitgliedsbeitrag","2012-02-02","50,00","Fakedaten_2013-04-30","Completed"
"moeller@volk.info","Mitgliedsbeitrag","2012-01-02","50,00","Fakedaten_2013-04-30","Completed"
"moeller@volk.info","Mitgliedsbeitrag","2011-11-30","50,00","Fakedaten_2013-04-30","Completed"
"moeller@volk.info","Mitgliedsbeitrag","2011-10-31","50,00","Fakedaten_2013-04-30","Completed"
"moeller@volk.info","Mitgliedsbeitrag","2011-09-30","50,00","Fakedaten_2013-04-30","Completed"
"moeller@volk.info","Mitgliedsbeitrag","2011-09-02","50,00","Fakedaten_2013-04-30","Completed"
"moeller@volk.info","Mitgliedsbeitrag","2011-08-01","50,00","Fakedaten_2013-04-30","Completed"
"moeller@volk.info","Mitgliedsbeitrag","2011-06-30","50,00","Fakedaten_2013-04-30","Completed"
"moeller@volk.info","Mitgliedsbeitrag","2011-05-31","50,00","Fakedaten_2013-04-30","Completed"
"moeller@volk.info","Mitgliedsbeitrag","2011-05-01","50,00","Fakedaten_2013-04-30","Completed"
"moeller@volk.info","Mitgliedsbeitrag","2011-03-31","50,00","Fakedaten_2013-04-30","Completed"
"moeller@volk.info","Mitgliedsbeitrag","2011-03-01","50,00","Fakedaten_2013-04-30","Completed"
"moeller@volk.info","Mitgliedsbeitrag","2011-01-31","50,00","Fakedaten_2013-04-30","Completed"
"moeller@volk.info","Mitgliedsbeitrag","2010-12-31","50,00","Fakedaten_2013-04-30","Completed"
"moeller@volk.info","Mitgliedsbeitrag","2010-12-02","50,00","Fakedaten_2013-04-30","Completed"
"moeller@volk.info","Mitgliedsbeitrag","2010-11-02","50,00","Fakedaten_2013-04-30","Completed"
"moeller@volk.info","Mitgliedsbeitrag","2010-10-01","50,00","Fakedaten_2013-04-30","Completed"
"moeller@volk.info","Mitgliedsbeitrag","2010-09-02","50,00","Fakedaten_2013-04-30","Completed"
"moeller@volk.info","Mitgliedsbeitrag","2010-08-02","50,00","Fakedaten_2013-04-30","Completed"
"moeller@volk.info","Mitgliedsbeitrag","2010-07-02","50,00","Fakedaten_2013-04-30","Completed"
"moeller@volk.info","Mitgliedsbeitrag","2010-05-31","50,00","Fakedaten_2013-04-30","Completed"
"moeller@volk.info","Mitgliedsbeitrag","2010-04-30","50,00","Fakedaten_2013-04-30","Completed"
"moeller@volk.info","Mitgliedsbeitrag","2010-04-02","50,00","Fakedaten_2013-04-30","Completed"
"moeller@volk.info","Mitgliedsbeitrag","2010-02-28","50,00","Fakedaten_2013-04-30","Completed"
"marxen@arens.name","Mitgliedsbeitrag","2013-04-02","50,00","Fakedaten_2013-04-30","Completed"
"marxen@arens.name","Mitgliedsbeitrag","2013-03-02","50,00","Fakedaten_2013-04-30","Completed"
"marxen@arens.name","Mitgliedsbeitrag","2013-02-01","50,00","Fakedaten_2013-04-30","Completed"
"marxen@arens.name","Mitgliedsbeitrag","2013-01-01","50,00","Fakedaten_2013-04-30","Completed"
"marxen@arens.name","Mitgliedsbeitrag","2012-12-01","50,00","Fakedaten_2013-04-30","Completed"
"marxen@arens.name","Mitgliedsbeitrag","2012-10-31","50,00","Fakedaten_2013-04-30","Completed"
"marxen@arens.name","Mitgliedsbeitrag","2012-09-30","50,00","Fakedaten_2013-04-30","Completed"
"marxen@arens.name","Mitgliedsbeitrag","2012-08-31","50,00","Fakedaten_2013-04-30","Completed"
"marxen@arens.name","Mitgliedsbeitrag","2012-08-02","50,00","Fakedaten_2013-04-30","Completed"
"marxen@arens.name","Mitgliedsbeitrag","2012-07-02","50,00","Fakedaten_2013-04-30","Completed"
"marxen@arens.name","Mitgliedsbeitrag","2012-06-02","50,00","Fakedaten_2013-04-30","Completed"
"marxen@arens.name","Mitgliedsbeitrag","2012-05-02","50,00","Fakedaten_2013-04-30","Completed"
"marxen@arens.name","Mitgliedsbeitrag","2012-04-01","50,00","Fakedaten_2013-04-30","Completed"
"berends@zeyen.org","allgemeine Spende","2009-09-05","6,00","Fakedaten_2013-04-30","Completed"
"berends@zeyen.org","allgemeine Spende","2011-02-07","2,00","Fakedaten_2013-04-30","Completed"
"berends@zeyen.org","allgemeine Spende","2010-12-12","192,00","Fakedaten_2013-04-30","Completed"
"berends@zeyen.org","allgemeine Spende","2009-02-26","184,00","Fakedaten_2013-04-30","Completed"
"berends@zeyen.org","allgemeine Spende","2012-06-12","160,00","Fakedaten_2013-04-30","Completed"
"berends@zeyen.org","allgemeine Spende","2009-09-20","156,00","Fakedaten_2013-04-30","Completed"
"berends@zeyen.org","allgemeine Spende","2011-07-17","86,00","Fakedaten_2013-04-30","Completed"
"berends@zeyen.org","allgemeine Spende","2011-05-28","90,00","Fakedaten_2013-04-30","Completed"
"berends@zeyen.org","allgemeine Spende","2011-01-30","70,00","Fakedaten_2013-04-30","Completed"
"berends@zeyen.org","allgemeine Spende","2012-06-15","138,00","Fakedaten_2013-04-30","Completed"
"berends@zeyen.org","allgemeine Spende","2011-02-17","112,00","Fakedaten_2013-04-30","Completed"
"berends@zeyen.org","allgemeine Spende","2009-08-23","142,00","Fakedaten_2013-04-30","Completed"
"berends@zeyen.org","allgemeine Spende","2013-03-11","114,00","Fakedaten_2013-04-30","Completed"
"berends@zeyen.org","allgemeine Spende","2013-03-14","10,00","Fakedaten_2013-04-30","Completed"
"berends@zeyen.org","allgemeine Spende","2009-07-24","160,00","Fakedaten_2013-04-30","Completed"
"berends@zeyen.org","allgemeine Spende","2009-07-20","128,00","Fakedaten_2013-04-30","Completed"
"berends@zeyen.org","allgemeine Spende","2012-08-30","46,00","Fakedaten_2013-04-30","Completed"
"berends@zeyen.org","allgemeine Spende","2010-12-07","120,00","Fakedaten_2013-04-30","Completed"
"berends@zeyen.org","allgemeine Spende","2010-01-18","62,00","Fakedaten_2013-04-30","Completed"
"berends@zeyen.org","allgemeine Spende","2009-11-04","108,00","Fakedaten_2013-04-30","Completed"
"berends@zeyen.org","allgemeine Spende","2013-01-06","174,00","Fakedaten_2013-04-30","Completed"
"herold@hujo.name","Anlassspende","2011-06-22","82800,00","Fakedaten_2013-04-30","Completed"
"schilling@kuske.com","allgemeine Spende","2010-06-27","42,00","Fakedaten_2013-04-30","Completed"
"schilling@kuske.com","allgemeine Spende","2013-01-23","124,00","Fakedaten_2013-04-30","Completed"
"schilling@kuske.com","allgemeine Spende","2012-10-07","106,00","Fakedaten_2013-04-30","Completed"
"schilling@kuske.com","allgemeine Spende","2010-09-20","92,00","Fakedaten_2013-04-30","Completed"
"schilling@kuske.com","allgemeine Spende","2010-06-05","152,00","Fakedaten_2013-04-30","Completed"
"schilling@kuske.com","allgemeine Spende","2009-08-24","18,00","Fakedaten_2013-04-30","Completed"
"schilling@kuske.com","allgemeine Spende","2008-07-06","6,00","Fakedaten_2013-04-30","Completed"
"schilling@kuske.com","allgemeine Spende","2010-09-28","58,00","Fakedaten_2013-04-30","Completed"
"schilling@kuske.com","allgemeine Spende","2012-04-10","58,00","Fakedaten_2013-04-30","Completed"
"schilling@kuske.com","allgemeine Spende","2008-10-06","176,00","Fakedaten_2013-04-30","Completed"
"schilling@kuske.com","allgemeine Spende","2009-03-22","68,00","Fakedaten_2013-04-30","Completed"
"schilling@kuske.com","allgemeine Spende","2012-01-14","20,00","Fakedaten_2013-04-30","Completed"
"schilling@kuske.com","allgemeine Spende","2011-11-24","196,00","Fakedaten_2013-04-30","Completed"
"schilling@kuske.com","allgemeine Spende","2009-07-05","112,00","Fakedaten_2013-04-30","Completed"
"schilling@kuske.com","allgemeine Spende","2008-09-29","46,00","Fakedaten_2013-04-30","Completed"
"schilling@kuske.com","allgemeine Spende","2009-09-03","180,00","Fakedaten_2013-04-30","Completed"
"schilling@kuske.com","allgemeine Spende","2012-11-02","192,00","Fakedaten_2013-04-30","Completed"
"schilling@kuske.com","allgemeine Spende","2009-03-11","132,00","Fakedaten_2013-04-30","Completed"
"schilling@kuske.com","allgemeine Spende","2010-02-27","120,00","Fakedaten_2013-04-30","Completed"
"schilling@kuske.com","allgemeine Spende","2012-02-24","118,00","Fakedaten_2013-04-30","Completed"
"schilling@kuske.com","allgemeine Spende","2012-07-28","80,00","Fakedaten_2013-04-30","Completed"
"schilling@kuske.com","allgemeine Spende","2012-03-16","104,00","Fakedaten_2013-04-30","Completed"
"ruch@daudrich.org","allgemeine Spende","2011-04-28","12,00","Fakedaten_2013-04-30","Completed"
"ruch@daudrich.org","allgemeine Spende","2011-01-20","124,00","Fakedaten_2013-04-30","Completed"
"ruch@daudrich.org","allgemeine Spende","2009-03-21","176,00","Fakedaten_2013-04-30","Completed"
"ruch@daudrich.org","allgemeine Spende","2012-01-30","180,00","Fakedaten_2013-04-30","Completed"
"ruch@daudrich.org","allgemeine Spende","2011-03-10","142,00","Fakedaten_2013-04-30","Completed"
"ruch@daudrich.org","allgemeine Spende","2008-09-02","158,00","Fakedaten_2013-04-30","Completed"
"ruch@daudrich.org","allgemeine Spende","2009-09-20","194,00","Fakedaten_2013-04-30","Completed"
"ruch@daudrich.org","allgemeine Spende","2009-09-25","30,00","Fakedaten_2013-04-30","Completed"
"ruch@daudrich.org","allgemeine Spende","2009-05-11","176,00","Fakedaten_2013-04-30","Completed"
"ruch@daudrich.org","allgemeine Spende","2012-09-08","68,00","Fakedaten_2013-04-30","Completed"
"ruch@daudrich.org","allgemeine Spende","2010-08-19","154,00","Fakedaten_2013-04-30","Completed"
"ruch@daudrich.org","allgemeine Spende","2009-01-10","176,00","Fakedaten_2013-04-30","Completed"
"ruch@daudrich.org","allgemeine Spende","2012-12-05","192,00","Fakedaten_2013-04-30","Completed"
"ruch@daudrich.org","allgemeine Spende","2012-04-06","46,00","Fakedaten_2013-04-30","Completed"
"ruch@daudrich.org","allgemeine Spende","2009-08-24","190,00","Fakedaten_2013-04-30","Completed"
"hering@alexamallmann.name","allgemeine Spende","2012-05-15","122,00","Fakedaten_2013-04-30","Completed"
"hering@alexamallmann.name","allgemeine Spende","2011-05-29","106,00","Fakedaten_2013-04-30","Completed"
"hering@alexamallmann.name","allgemeine Spende","2012-06-27","28,00","Fakedaten_2013-04-30","Completed"
"hering@alexamallmann.name","allgemeine Spende","2011-05-27","58,00","Fakedaten_2013-04-30","Completed"
"hering@alexamallmann.name","allgemeine Spende","2011-05-31","60,00","Fakedaten_2013-04-30","Completed"
"hering@alexamallmann.name","allgemeine Spende","2009-05-31","114,00","Fakedaten_2013-04-30","Completed"
"hering@alexamallmann.name","allgemeine Spende","2009-07-06","48,00","Fakedaten_2013-04-30","Completed"
"hering@alexamallmann.name","allgemeine Spende","2009-11-15","12,00","Fakedaten_2013-04-30","Completed"
"hering@alexamallmann.name","allgemeine Spende","2012-10-13","10,00","Fakedaten_2013-04-30","Completed"
"hering@alexamallmann.name","allgemeine Spende","2012-02-20","170,00","Fakedaten_2013-04-30","Completed"
"hering@alexamallmann.name","allgemeine Spende","2012-11-13","70,00","Fakedaten_2013-04-30","Completed"
"hering@alexamallmann.name","allgemeine Spende","2011-05-29","88,00","Fakedaten_2013-04-30","Completed"
"hering@alexamallmann.name","allgemeine Spende","2009-06-30","108,00","Fakedaten_2013-04-30","Completed"
"hering@alexamallmann.name","allgemeine Spende","2011-11-25","90,00","Fakedaten_2013-04-30","Completed"
"hering@alexamallmann.name","allgemeine Spende","2013-01-07","130,00","Fakedaten_2013-04-30","Completed"
"hering@alexamallmann.name","allgemeine Spende","2010-12-11","110,00","Fakedaten_2013-04-30","Completed"
"hering@alexamallmann.name","allgemeine Spende","2012-04-04","4,00","Fakedaten_2013-04-30","Completed"
"hering@alexamallmann.name","allgemeine Spende","2008-08-23","16,00","Fakedaten_2013-04-30","Completed"
"hering@alexamallmann.name","allgemeine Spende","2008-07-31","48,00","Fakedaten_2013-04-30","Completed"
"hering@alexamallmann.name","allgemeine Spende","2008-07-07","54,00","Fakedaten_2013-04-30","Completed"
"hering@alexamallmann.name","allgemeine Spende","2008-09-21","50,00","Fakedaten_2013-04-30","Completed"
"hering@alexamallmann.name","allgemeine Spende","2013-01-15","34,00","Fakedaten_2013-04-30","Completed"
"hering@alexamallmann.name","allgemeine Spende","2010-03-02","10,00","Fakedaten_2013-04-30","Completed"
"hering@alexamallmann.name","allgemeine Spende","2011-01-23","82,00","Fakedaten_2013-04-30","Completed"
"hering@alexamallmann.name","allgemeine Spende","2008-08-05","96,00","Fakedaten_2013-04-30","Completed"
"seeger@breuerkrauspe.info","Anlassspende","2009-04-30","23500,00","Fakedaten_2013-04-30","Completed"
"erwes@bedewitz.info","allgemeine Spende","2011-11-24","126,00","Fakedaten_2013-04-30","Completed"
"erwes@bedewitz.info","allgemeine Spende","2010-09-24","136,00","Fakedaten_2013-04-30","Completed"
"erwes@bedewitz.info","allgemeine Spende","2011-03-02","44,00","Fakedaten_2013-04-30","Completed"
"erwes@bedewitz.info","allgemeine Spende","2012-01-21","142,00","Fakedaten_2013-04-30","Completed"
"erwes@bedewitz.info","allgemeine Spende","2012-06-03","30,00","Fakedaten_2013-04-30","Completed"
"erwes@bedewitz.info","allgemeine Spende","2012-10-15","18,00","Fakedaten_2013-04-30","Completed"
"erwes@bedewitz.info","allgemeine Spende","2009-08-01","22,00","Fakedaten_2013-04-30","Completed"
"erwes@bedewitz.info","allgemeine Spende","2008-12-08","154,00","Fakedaten_2013-04-30","Completed"
"erwes@bedewitz.info","allgemeine Spende","2013-01-26","180,00","Fakedaten_2013-04-30","Completed"
"erwes@bedewitz.info","allgemeine Spende","2012-08-15","158,00","Fakedaten_2013-04-30","Completed"
"erwes@bedewitz.info","allgemeine Spende","2012-11-03","174,00","Fakedaten_2013-04-30","Completed"
"erwes@bedewitz.info","allgemeine Spende","2012-08-29","98,00","Fakedaten_2013-04-30","Completed"
"erwes@bedewitz.info","allgemeine Spende","2013-02-27","32,00","Fakedaten_2013-04-30","Completed"
"erwes@bedewitz.info","allgemeine Spende","2008-09-24","198,00","Fakedaten_2013-04-30","Completed"
"erwes@bedewitz.info","allgemeine Spende","2011-04-11","158,00","Fakedaten_2013-04-30","Completed"
"erwes@bedewitz.info","allgemeine Spende","2011-05-17","132,00","Fakedaten_2013-04-30","Completed"
"ade@kosenkow.de","allgemeine Spende","2010-04-18","78,00","Fakedaten_2013-04-30","Completed"
"ade@kosenkow.de","allgemeine Spende","2011-04-22","62,00","Fakedaten_2013-04-30","Completed"
"ade@kosenkow.de","allgemeine Spende","2011-09-13","34,00","Fakedaten_2013-04-30","Completed"
"ade@kosenkow.de","allgemeine Spende","2011-08-17","138,00","Fakedaten_2013-04-30","Completed"
"ade@kosenkow.de","allgemeine Spende","2010-08-02","158,00","Fakedaten_2013-04-30","Completed"
"ade@kosenkow.de","allgemeine Spende","2012-05-28","68,00","Fakedaten_2013-04-30","Completed"
"ade@kosenkow.de","allgemeine Spende","2009-08-24","82,00","Fakedaten_2013-04-30","Completed"
"ade@kosenkow.de","allgemeine Spende","2010-01-10","152,00","Fakedaten_2013-04-30","Completed"
"ade@kosenkow.de","allgemeine Spende","2012-02-26","100,00","Fakedaten_2013-04-30","Completed"
